246	31
247	41
248	61
249	151
250	331
251	1321
252	2305843009213693951
253	3
254	715827883
255	2147483647
256	7
257	7
258	73
259	127
260	337
261	92737
262	649657
263	3
264	5
265	17
266	257
267	641
268	65537
269	6700417
270	31
271	8191
272	145295143558111
273	3
274	3
275	7
276	23
277	67
278	89
279	683
280	20857
281	599479
282	193707721
283	761838257287
284	3
285	5
286	137
287	953
288	26317
289	43691
290	131071
291	7
292	47
293	178481
294	10052678938039
295	3
296	11
297	31
298	43
299	71
300	127
301	281
302	86171
303	122921
304	228479
305	48544121
306	212885833
307	3
308	3
309	3
310	5
311	7
312	13
313	17
314	19
315	37
316	73
317	109
318	241
319	433
320	38737
321	439
322	2298041
323	9361973132609
324	3
325	223
326	1777
327	25781083
328	616318177
329	7
330	31
331	151
332	601
333	1801
334	100801
335	10567201
336	3
337	5
338	229
339	457
340	174763
341	524287
342	525313
343	23
344	89
345	127
346	581283643249112959
347	3
348	3
349	7
350	79
351	2731
352	8191
353	121369
354	22366891
355	2687
356	202029703
357	1113491139767
358	3
359	5
360	5
361	11
362	17
363	31
364	41
365	257
366	61681
367	4278255361
368	7
369	73
370	2593
371	71119
372	262657
373	97685839
374	3
375	83
376	13367
377	164511353
378	8831418697
379	167
380	57912614113275649087721
381	3
382	3
383	5
384	7
385	7
386	13
387	29
388	43
389	113
390	127
391	337
392	1429
393	5419
394	14449
395	31
396	131071
397	9520972806333758431
398	3
399	431
400	9719
401	2099863
402	2932031007403
403	7
404	233
405	1103
406	2089
407	4177
408	9857737155463
409	3
410	5
411	17
412	23
413	89
414	353
415	397
416	683
417	2113
418	2931542417
419	618970019642690137449562111
420	3
421	3
422	3
423	7
424	11
425	19
426	31
427	73
428	151
429	331
430	631
431	23311
432	18837001
433	127
434	911
435	8191
436	112901153
437	23140471537
438	3
439	5
440	47
441	277
442	1013
443	1657
444	30269
445	178481
446	2796203
447	7
448	2147483647
449	658812288653553079
450	3
451	283
452	2351
453	4513
454	13264529
455	165768537521
456	31
457	191
458	524287
459	420778751
460	30327152671
461	3
462	3
463	5
464	7
465	13
466	17
467	97
468	193
469	241
470	257
471	673
472	65537
473	22253377
474	11447
475	13842607235828485645766393
476	3
477	43
478	127
479	4363953127297
480	4432676798593
481	7
482	23
483	73
484	89
485	199
486	153649
487	599479
488	33057806959
489	3
490	5
491	5
492	5
493	11
494	31
495	41
496	101
497	251
498	601
499	1801
500	4051
501	8101
502	268501
503	7432339208719
504	341117531003194129
505	3
506	3
507	7
508	103
509	307
510	2143
511	2857
512	6529
513	11119
514	43691
515	131071
516	2550183799
517	3976656429941438590393
518	3
519	5
520	17
521	53
522	157
523	1613
524	2731
525	8191
526	858001
527	308761441
528	7
529	7
530	31
531	71
532	127
533	151
534	337
535	29191
536	106681
537	122921
538	152041
539	3
540	107
541	6361
542	69431
543	20394401
544	28059810762433
545	162259276829213363391578010288127
546	3
547	3
548	3
549	3
550	5
551	7
552	13
553	19
554	37
555	73
556	109
557	87211
558	246241
559	262657
560	279073
561	745988807
562	870035986098720987332873
563	3
564	11
565	11
566	23
567	31
568	89
569	683
570	881
571	2971
572	3191
573	201961
574	48912491
575	7
576	223
577	321679
578	26295457
579	319020217
580	616318177
581	3
582	5
583	17
584	29
585	43
586	113
587	127
588	257
589	5153
590	15790321
591	54410972897
592	3391
593	23279
594	65993
595	1868569
596	1066818132868207
597	3
598	3
599	7
600	571
601	32377
602	174763
603	524287
604	1212847
605	160465489
606	31
607	47
608	14951
609	178481
610	4036961
611	2646507710984041
612	3
613	5
614	59
615	233
616	1103
617	2089
618	3033169
619	107367629
620	536903681
621	7
622	73
623	79
624	937
625	6553
626	8191
627	86113
628	121369
629	7830118297
630	3
631	2833
632	37171
633	179951
634	1824726041
635	3203431780337
636	127
637	239
638	20231
639	131071
640	62983048367
641	131105292137
642	3
643	3
644	5
645	5
646	7
647	11
648	13
649	17
650	31
651	41
652	61
653	151
654	241
655	331
656	1321
657	61681
658	4562284561
659	23
660	89
661	727
662	1786393878363164227858270210279
663	3
664	768614336404564651
665	2305843009213693951
666	7
667	13367
668	3887047
669	164511353
670	177722253954175633
671	3
672	5
673	5581
674	8681
675	49477
676	384773
677	715827883
678	2147483647
679	31
680	601
681	1801
682	269089806001
683	4710883168879506001
684	3
685	3
686	3
687	7
688	7
689	19
690	43
691	73
692	127
693	337
694	5419
695	92737
696	649657
697	77158673929
698	170141183460469231731687303715884105727
699	3
700	5
701	17
702	257
703	641
704	65537
705	274177
706	6700417
707	67280421310721
708	7
709	431
710	9719
711	2099863
712	11053036065049294753459639
713	3
714	11
715	31
716	131
717	2731
718	8191
719	409891
720	7623851
721	145295143558111
722	263
723	10350794431055162386718619237468234569
724	3
725	3
726	5
727	7
728	13
729	23
730	67
731	89
732	397
733	683
734	2113
735	20857
736	312709
737	599479
738	4327489
739	127
740	524287
741	163537220852725398851434325720959
742	3
743	7327657
744	193707721
745	761838257287
746	6713103182899
747	7
748	31
749	73
750	151
751	271
752	631
753	23311
754	262657
755	348031
756	49971617830801
757	3
758	5
759	17
760	17
761	137
762	953
763	26317
764	43691
765	131071
766	354689
767	2879347902817
768	32032215596496435569
769	5439042183600204290159
770	3
771	3
772	7
773	47
774	139
775	178481
776	2796203
777	168749965921
778	10052678938039
779	5625767248687
780	123876132205208335762278423601
781	3
782	5
783	5
784	11
785	29
786	31
787	41
788	43
789	71
790	113
791	127
792	281
793	86171
794	122921
795	7416361
796	47392381
797	7
798	2351
799	4513
800	13264529
801	4375578271
802	646675035253258729
803	3
804	228479
805	48544121
806	56409643
807	212885833
808	13952598148481
809	23
810	89
811	8191
812	724153
813	158822951431
814	5782172113400990737
815	3
816	3
817	3
818	5
819	7
820	13
821	17
822	19
823	37
824	73
825	97
826	109
827	241
828	257
829	433
830	577
831	673
832	38737
833	487824887233
834	31
835	233
836	1103
837	2089
838	2679895157783862814690027494144991
839	3
840	439
841	1753
842	2298041
843	9361973132609
844	1795918038741070627
845	7
846	7
847	7
848	127
849	337
850	4432676798593
851	2741672362528725535068727
852	3
853	5
854	149
855	223
856	593
857	1777
858	25781083
859	184481113
860	231769777
861	616318177
862	86656268566282183151
863	8235109336690846723986161
864	3
865	3
866	7
867	11
868	31
869	151
870	251
871	331
872	601
873	1801
874	4051
875	100801
876	10567201
877	1133836730401
878	18121
879	55871
880	165799
881	2332951
882	7289088383388253664437433
883	3
884	5
885	17
886	229
887	457
888	1217
889	148961
890	174763
891	524287
892	525313
893	24517014940753
894	7
895	73
896	103
897	919
898	2143
899	11119
900	131071
901	75582488424179347083438319
902	3
903	23
904	43
905	89
906	127
907	617
908	683
909	78233
910	35532364099
911	581283643249112959
912	31
913	31
914	311
915	11471
916	73471
917	2147483647
918	4649919401
919	18158209813151
920	3
921	3
922	5
923	7
924	13
925	13
926	53
927	79
928	157
929	313
930	1249
931	1613
932	2731
933	3121
934	8191
935	21841
936	121369
937	22366891
938	852133201
939	60726444167
940	1654058017289
941	2134387368610417
942	3
943	2687
944	202029703
945	1113491139767
946	201487636602438195784363
947	7
948	6361
949	6679
950	69431
951	13960201
952	20394401
953	540701761
954	229890275929
955	3
956	5
957	5
958	11
959	17
960	31
961	41
962	257
963	61681
964	65537
965	414721
966	4278255361
967	44479210368001
968	47
969	127
970	1289
971	178481
972	3188767
973	45076044553
974	14808607715315782481
975	3
976	3
977	3
978	3
979	3
980	7
981	19
982	73
983	163
984	2593
985	71119
986	87211
987	135433
988	262657
989	97685839
990	272010961
991	150287
992	704161
993	110211473
994	27669118297
995	36230454570129675721
996	3
997	5
998	83
999	10169
1000	13367
1001	181549
1002	12112549
1003	43249589
1004	164511353
1005	8831418697
1006	7
1007	23
1008	31
1009	89
1010	151
1011	881
1012	3191
1013	201961
1014	599479
1015	2048568835297380486760231
1016	3
1017	167
1018	499
1019	1163
1020	2657
1021	155377
1022	13455809771
1023	57912614113275649087721
1024	2349023
1025	79638304766856507377778616296087448490695649
1026	3
1027	3
1028	5
1029	7
1030	7
1031	13
1032	17
1033	29
1034	43
1035	113
1036	127
1037	241
1038	337
1039	1429
1040	3361
1041	5419
1042	14449
1043	15790321
1044	88959882481
1045	4057
1046	8191
1047	6740339310641
1048	3340762283952395329506327023033
1049	3
1050	11
1051	31
1052	43691
1053	131071
1054	9520972806333758431
1055	26831423036065352611
1056	7
1057	73
1058	32377
1059	524287
1060	1212847
1061	93507247
1062	3042645634792541312037847
1063	3
1064	5
1065	173
1066	431
1067	9719
1068	101653
1069	500177
1070	2099863
1071	1759217765581
1072	2932031007403
1073	730753
1074	1505447
1075	70084436712553223
1076	155285743288572277679887
1077	3
1078	3
1079	7
1080	59
1081	233
1082	1103
1083	2089
1084	4177
1085	3033169
1086	9857737155463
1087	96076791871613611
1088	31
1089	71
1090	127
1091	601
1092	1801
1093	39551
1094	122921
1095	60816001
1096	535347624791488552837151
1097	3
1098	5
1099	17
1100	23
1101	89
1102	257
1103	353
1104	397
1105	683
1106	2113
1107	229153
1108	119782433
1109	2931542417
1110	43872038849
1111	7
1112	179951
1113	184081
1114	27989941729
1115	3203431780337
1116	9213624084535989031
1117	3
1118	179
1119	62020897
1120	18584774046020617
1121	618970019642690137449562111
1122	359
1123	1433
1124	1489459109360039866456940197095433721664951999121
1125	3
1126	3
1127	3
1128	5
1129	5
1130	7
1131	11
1132	13
1133	19
1134	31
1135	37
1136	41
1137	61
1138	73
1139	109
1140	151
1141	181
1142	331
1143	631
1144	1321
1145	23311
1146	54001
1147	18837001
1148	29247661
1149	43441
1150	1164193
1151	7648337
1152	7923871097285295625344647665764672671
1153	3
1154	43
1155	127
1156	911
1157	2731
1158	8191
1159	224771
1160	1210483
1161	112901153
1162	23140471537
1163	25829691707
1164	7
1165	367
1166	55633
1167	2305843009213693951
1168	37201708625305146303973352041
1169	3
1170	5
1171	17
1172	47
1173	277
1174	1013
1175	1657
1176	30269
1177	178481
1178	2796203
1179	291280009243618888211558641
1180	31
1181	223
1182	616318177
1183	1587855697992791
1184	7248808599285760001152755641
1185	3
1186	3
1187	7
1188	529510939
1189	715827883
1190	2147483647
1191	2903110321
1192	658812288653553079
1193	23
1194	89
1195	131071
1196	707983
1197	1032670816743843860998850056278950666491537
1198	3
1199	5
1200	283
1201	2351
1202	3761
1203	4513
1204	13264529
1205	7484047069
1206	165768537521
1207	140737471578113
1208	7
1209	7
1210	73
1211	127
1212	337
1213	92737
1214	262657
1215	649657
1216	1560007
1217	207617485544258392970753527
1218	3
1219	11
1220	31
1221	191
1222	2281
1223	174763
1224	524287
1225	420778751
1226	30327152671
1227	3011347479614249131
1228	383
1229	7068569257
1230	39940132241
1231	332584516519201
1232	87274497124602996457
1233	3
1234	3
1235	5
1236	7
1237	13
1238	17
1239	97
1240	193
1241	241
1242	257
1243	641
1244	673
1245	65537
1246	6700417
1247	22253377
1248	18446744069414584321
1249	13821503
1250	61654440233248340616559
1251	14732265321145317331353282383
1252	3
1253	971
1254	1553
1255	11447
1256	31817
1257	1100876018364883721
1258	13842607235828485645766393
1259	7
1260	31
1261	79
1262	151
1263	8191
1264	121369
1265	145295143558111
1266	134304196845099262572814573351
1267	3
1268	5
1269	29
1270	43
1271	113
1272	127
1273	197
1274	19707683773
1275	4363953127297
1276	4432676798593
1277	4981857697937
1278	7487
1279	26828803997912886929710867041891989490486893845712448833
1280	3
1281	3
1282	3
1283	7
1284	19
1285	23
1286	67
1287	73
1288	89
1289	199
1290	683
1291	5347
1292	20857
1293	153649
1294	599479
1295	33057806959
1296	242099935645987
1297	164504919713
1298	4884164093883941177660049098586324302977543600799
1299	3
1300	5
1301	5
1302	5
1303	11
1304	17
1305	31
1306	41
1307	101
1308	251
1309	401
1310	601
1311	1801
1312	4051
1313	8101
1314	61681
1315	268501
1316	340801
1317	2787601
1318	3173389601
1319	7
1320	1609
1321	22111
1322	193707721
1323	761838257287
1324	87449423397425857942678833145441
1325	3
1326	7432339208719
1327	341117531003194129
1328	845100400152152934331135470251
1329	127
1330	233
1331	1103
1332	2089
1333	136417
1334	121793911
1335	11348055580883272011090856053175361113
1336	3
1337	3
1338	5
1339	7
1340	13
1341	103
1342	137
1343	307
1344	409
1345	953
1346	2143
1347	2857
1348	3061
1349	6529
1350	11119
1351	13669
1352	26317
1353	43691
1354	131071
1355	1326700741
1356	31
1357	13367
1358	2940521
1359	164511353
1360	70171342151
1361	3655725065508797181674078959681
1362	3
1363	2550183799
1364	415141630193
1365	8142767081771726171
1366	3976656429941438590393
1367	7
1368	47
1369	73
1370	79903
1371	178481
1372	634569679
1373	2232578641663
1374	10052678938039
1375	42166482463639
1376	3
1377	5
1378	17
1379	53
1380	157
1381	257
1382	1613
1383	2731
1384	8191
1385	858001
1386	308761441
1387	78919881726271091143763623681
1388	23
1389	89
1390	524287
1391	94803416684681
1392	1512348937147247
1393	5346950541323960232319657
1394	3
1395	3
1396	7
1397	7
1398	11
1399	31
1400	43
1401	71
1402	127
1403	151
1404	211
1405	281
1406	331
1407	337
1408	5419
1409	29191
1410	86171
1411	106681
1412	122921
1413	152041
1414	664441
1415	1564921
1416	15193
1417	60272956433838849161
1418	3593875704495823757388199894268773153439
1419	3
1420	5
1421	107
1422	6361
1423	69431
1424	15358129
1425	20394401
1426	586477649
1427	28059810762433
1428	1801439824104653
1429	7
1430	66457
1431	228479
1432	48544121
1433	212885833
1434	2849881972114740679
1435	4205268574191396793
1436	3
1437	643
1438	84115747449047881488635567801
1439	162259276829213363391578010288127
1440	31
1441	431
1442	1721
1443	9719
1444	2099863
1445	731516431
1446	514851898711
1447	297927289744047764444862191
1448	3
1449	3
1450	3
1451	3
1452	5
1453	7
1454	13
1455	17
1456	19
1457	37
1458	73
1459	109
1460	241
1461	433
1462	38737
1463	87211
1464	246241
1465	262657
1466	279073
1467	33975937
1468	138991501037953
1469	127
1470	5209
1471	62497
1472	2147483647
1473	6268703933840364033151
1474	378428804431424484082633
1475	3
1476	104124649
1477	745988807
1478	870035986098720987332873
1479	2077756847362348863128179
1480	7
1481	439
1482	3943
1483	2298041
1484	9361973132609
1485	671165898617413417
1486	4815314615204347717321
1487	3
1488	5
1489	5
1490	11
1491	11
1492	23
1493	31
1494	41
1495	89
1496	397
1497	683
1498	881
1499	2113
1500	2971
1501	3191
1502	201961
1503	48912491
1504	415878438361
1505	3630105520141
1506	1327
1507	8191
1508	131071
1509	2365454398418399772605086209214363458552839866247069233
1510	3
1511	3
1512	7
1513	223
1514	1777
1515	3331
1516	17539
1517	321679
1518	25781083
1519	26295457
1520	319020217
1521	616318177
1522	107775231312019
1523	18287
1524	196687
1525	1466449
1526	2916841
1527	1469495262398780123809
1528	596242599987116128415063
1529	3
1530	5
1531	17
1532	29
1533	43
1534	113
1535	127
1536	257
1537	449
1538	2689
1539	5153
1540	65537
1541	15790321
1542	183076097
1543	54410972897
1544	358429848460993
1545	7
1546	31
1547	73
1548	151
1549	601
1550	631
1551	1801
1552	23311
1553	100801
1554	115201
1555	617401
1556	10567201
1557	1348206751
1558	13861369826299351
1559	3
1560	227
1561	3391
1562	23279
1563	48817
1564	65993
1565	1868569
1566	636190001
1567	1066818132868207
1568	491003369344660409
1569	26986333437777017
1570	7992177738205979626491506950867720953545660121688631
1571	3
1572	3
1573	5
1574	7
1575	13
1576	229
1577	457
1578	571
1579	32377
1580	131101
1581	160969
1582	174763
1583	524287
1584	525313
1585	1212847
1586	160465489
1587	275415303169
1588	1504073
1589	20492753
1590	59833457464970183
1591	467795120187583723534280000348743236593
1592	3
1593	11
1594	31
1595	47
1596	691
1597	14951
1598	178481
1599	2796203
1600	4036961
1601	1884103651
1602	345767385170491
1603	2646507710984041
1604	7
1605	7
1606	23
1607	89
1608	127
1609	337
1610	463
1611	599479
1612	581283643249112959
1613	4982397651178256151338302204762057
1614	3
1615	5
1616	17
1617	59
1618	233
1619	1103
1620	2089
1621	59393
1622	3033169
1623	107367629
1624	536903681
1625	82280195167144119832390568177
1626	1399
1627	135607
1628	622577
1629	116868129879077600270344856324766260085066532853492178431
1630	3
1631	3
1632	3
1633	7
1634	19
1635	73
1636	79
1637	937
1638	2731
1639	6553
1640	8191
1641	86113
1642	121369
1643	22366891
1644	7830118297
1645	5302306226370307681801
1646	31
1647	2351
1648	4513
1649	13264529
1650	2391314881
1651	72296287361
1652	73202300395158005845473537146974751
1653	3
1654	5
1655	1181
1656	2833
1657	3541
1658	37171
1659	157649
1660	174877
1661	179951
1662	5521693
1663	1824726041
1664	104399276341
1665	3203431780337
1666	7
1667	1423
1668	2687
1669	49297
1670	202029703
1671	1113491139767
1672	23728823512345609279
1673	31357373417090093431
1674	3
1675	43
1676	127
1677	239
1678	20231
1679	43691
1680	131071
1681	823679683
1682	62983048367
1683	131105292137
1684	143162553165560959297
1685	479
1686	1913
1687	5737
1688	176383
1689	134000609
1690	7110008717824458123105014279253754096863768062879
1691	3
1692	3
1693	5
1694	5
1695	7
1696	11
1697	13
1698	17
1699	31
1700	41
1701	61
1702	97
1703	151
1704	241
1705	257
1706	331
1707	673
1708	1321
1709	61681
1710	394783681
1711	4278255361
1712	4562284561
1713	46908728641
1714	22000409
1715	160619474372352289412737508720216839225805656328990879953332340439
1716	3
1717	23
1718	89
1719	683
1720	727
1721	117371
1722	11054184582797800455736061107
1723	1786393878363164227858270210279
1724	7
1725	73
1726	487
1727	2593
1728	71119
1729	262657
1730	97685839
1731	16753783618801
1732	192971705688577
1733	3712990163251158343
1734	3
1735	5
1736	733
1737	1709
1738	3456749
1739	368140581013
1740	667055378149
1741	768614336404564651
1742	2305843009213693951
1743	31
1744	71
1745	127
1746	1471
1747	122921
1748	4432676798593
1749	252359902034571016856214298851708529738525821631
1750	3
1751	3
1752	7
1753	83
1754	739
1755	13367
1756	165313
1757	3887047
1758	164511353
1759	8831418697
1760	13194317913029593
1761	177722253954175633
1762	8191
1763	15809
1764	524287
1765	6459570124697
1766	402004106269663
1767	1282816117617265060453496956212169
1768	3
1769	5
1770	17
1771	5581
1772	8681
1773	49477
1774	290657
1775	384773
1776	715827883
1777	2147483647
1778	3770202641
1779	1141629180401976895873
1780	7
1781	167
1782	1621324657
1783	57912614113275649087721
1784	8241594690167137359552274418432855740327
1785	3
1786	11
1787	31
1788	251
1789	601
1790	1801
1791	4051
1792	229668251
1793	269089806001
1794	4710883168879506001
1795	5519485418336288303251
1796	503
1797	54217
1798	178230287214063289511
1799	61676882198695257501367
1800	12070396178249893039969681
1801	3
1802	3
1803	3
1804	5
1805	7
1806	7
1807	13
1808	19
1809	29
1810	37
1811	43
1812	73
1813	109
1814	113
1815	127
1816	337
1817	1429
1818	5419
1819	14449
1820	92737
1821	649657
1822	40388473189
1823	77158673929
1824	118750098349
1825	23
1826	23
1827	47
1828	89
1829	178481
1830	4103188409
1831	199957736328435366769577
1832	44667711762797798403039426178361
1833	3
1834	56713727820156410577229101238628035243
1835	170141183460469231731687303715884105727
1836	7
1837	31
1838	103
1839	151
1840	2143
1841	11119
1842	106591
1843	131071
1844	949111
1845	9520972806333758431
1846	5702451577639775545838643151
1847	3
1848	5
1849	17
1850	257
1851	641
1852	65537
1853	274177
1854	6700417
1855	67280421310721
1856	59649589127497217
1857	5704689200685129054721
1858	535006138814359
1859	1155685395246619182673033
1860	374550598501810936581776630096313181393
1861	3
1862	3
1863	7
1864	431
1865	1033
1866	9719
1867	2099863
1868	1591582393
1869	2932031007403
1870	15686603697451
1871	11053036065049294753459639
1872	127
1873	223
1874	616318177
1875	2499285769
1876	21234370960880098806027750185552713706866970578963970119
1877	3
1878	5
1879	5
1880	11
1881	31
1882	41
1883	53
1884	131
1885	157
1886	521
1887	1613
1888	2731
1889	8191
1890	51481
1891	409891
1892	7623851
1893	34110701
1894	108140989558681
1895	145295143558111
1896	7
1897	73
1898	233
1899	1103
1900	2089
1901	4177
1902	9857737155463
1903	328017025014102923449988663752960080886511412965881
1904	3
1905	263
1906	1049
1907	4744297
1908	182331128681207781784391813611
1909	10350794431055162386718619237468234569
1910	23671
1911	13572264529177
1912	120226360536848498024035943
1913	383725126655170964501315730676446647
1914	3
1915	3
1916	5
1917	7
1918	13
1919	17
1920	23
1921	67
1922	89
1923	241
1924	353
1925	397
1926	683
1927	2113
1928	7393
1929	20857
1930	312709
1931	599479
1932	4327489
1933	1761345169
1934	2931542417
1935	98618273953
1936	31
1937	6361
1938	69431
1939	20394401
1940	29324808311
1941	197748738449921
1942	36614110124735294634435619027766763481
1943	3
1944	43
1945	127
1946	4523
1947	174763
1948	524287
1949	106788290443848295284382097033
1950	163537220852725398851434325720959
1951	7
1952	78903841
1953	28753302853087
1954	618970019642690137449562111
1955	24124332437713924084267316537353
1956	3
1957	5
1958	269
1959	7327657
1960	15152453
1961	42875177
1962	193707721
1963	2559066073
1964	761838257287
1965	6713103182899
1966	9739278030221
1967	13822297
1968	68625988504811774259364670661552948915363901845035416371912463477873783063
1969	3
1970	3
1971	3
1972	3
1973	7
1974	11
1975	19
1976	31
1977	73
1978	151
1979	271
1980	331
1981	631
1982	811
1983	15121
1984	23311
1985	87211
1986	262657
1987	348031
1988	18837001
1989	49971617830801
1990	385838642647891
1991	15242475217
1992	248927757868131890277330541567820045256364273970773286542188386932989391
1993	3
1994	5
1995	17
1996	17
1997	137
1998	257
1999	953
2000	26317
2001	43691
2002	131071
2003	354689
2004	383521
2005	2368179743873
2006	2879347902817
2007	373200722470799764577
2008	7
2009	7
2010	79
2011	127
2012	337
2013	911
2014	8191
2015	121369
2016	108749551
2017	112901153
2018	23140471537
2019	4093204977277417
2020	86977595801949844993
2021	3
2022	1097
2023	15619
2024	32127963626435681
2025	105498212027592977
2026	32032215596496435569
2027	5439042183600204290159
2028	23
2029	31
2030	89
2031	601
2032	881
2033	1801
2034	3191
2035	201961
2036	382027665134363932751
2037	4074891477354886815033308087379995347151
2038	3
2039	3
2040	5
2041	7
2042	13
2043	47
2044	139
2045	277
2046	1013
2047	1657
2048	30269
2049	178481
2050	2796203
2051	168749965921
2052	5415624023749
2053	10052678938039
2054	70334392823809
2055	1121297
2056	31133636305610209482201109050392404721
2057	6955979459776540052280934851589652278783
2058	3
2059	4506937
2060	5625767248687
2061	123876132205208335762278423601
2062	51542639524661795300074174250365699
2063	7
2064	73
2065	16183
2066	34039
2067	1437967
2068	2147483647
2069	833732508401263
2070	658812288653553079
2071	2034439836951867299888617
2072	3
2073	5
2074	5
2075	11
2076	17
2077	29
2078	31
2079	41
2080	43
2081	71
2082	113
2083	127
2084	281
2085	61681
2086	86171
2087	122921
2088	7416361
2089	15790321
2090	47392381
2091	84179842077657862011867889681
2092	80929
2093	48009215293052652841860443273079338843737271906291675944391068955229998769420319
2094	3
2095	3
2096	7
2097	283
2098	2351
2099	4513
2100	1681003
2101	13264529
2102	4375578271
2103	35273039401
2104	111349165273
2105	165768537521
2106	646675035253258729
2107	9623
2108	68492481833
2109	23579543011798993222850893929565870383844167873851502677311057483194673
2110	3
2111	5
2112	569
2113	228479
2114	48544121
2115	56409643
2116	148587949
2117	212885833
2118	4999465853
2119	5585522857
2120	472287102421
2121	13952598148481
2122	7
2123	31
2124	151
2125	191
2126	32377
2127	524287
2128	1212847
2129	420778751
2130	30327152671
2131	1491477035689218775711
2132	25349242986637720573561
2133	3
2134	23
2135	89
2136	683
2137	2003
2138	2731
2139	8191
2140	724153
2141	6156182033
2142	10425285443
2143	158822951431
2144	15500487753323
2145	5782172113400990737
2146	127
2147	13367
2148	164511353
2149	17137716527
2150	51954390877748655744256192963206220919272895548843817842228913
2151	3
2152	3
2153	3
2154	5
2155	7
2156	13
2157	17
2158	19
2159	37
2160	73
2161	97
2162	109
2163	193
2164	241
2165	257
2166	433
2167	577
2168	673
2169	1153
2170	6337
2171	38737
2172	65537
2173	22253377
2174	38941695937
2175	278452876033
2176	487824887233
2177	131071
2178	12761663
2179	179058312604392742511009
2180	3320934994356628805321733520790947608989420068445023
2181	3
2182	11
2183	31
2184	59
2185	233
2186	1103
2187	2089
2188	3033169
2189	7553921
2190	999802854724715300883845411
2191	2679895157783862814690027494144991
2192	7
2193	11447
2194	272959
2195	2065304407
2196	5434876633
2197	13842607235828485645766393
2198	1170711644777651877659556633665719
2199	3
2200	5
2201	293
2202	439
2203	1753
2204	9929
2205	2298041
2206	9361973132609
2207	649301712182209
2208	1795918038741070627
2209	9444732965601851473921
2210	40122362455616221971122353
2211	396645227028138890415611220710757921643910743103031701971222447
2212	3
2213	3
2214	7
2215	7
2216	7
2217	43
2218	127
2219	337
2220	5419
2221	748819
2222	4363953127297
2223	4432676798593
2224	26032885845392093851
2225	2741672362528725535068727
2226	31
2227	4721
2228	132751
2229	179951
2230	5794391
2231	128818831
2232	3812358161
2233	3203431780337
2234	452824604065751
2235	4410975230650827973711
2236	3
2237	5
2238	17
2239	149
2240	223
2241	593
2242	1777
2243	25781083
2244	184481113
2245	231769777
2246	616318177
2247	20988936657440586486151264256610222593863921
2248	7
2249	23
2250	73
2251	89
2252	199
2253	153649
2254	262657
2255	599479
2256	8950393
2257	33057806959
2258	170886618823141738081830950807292771648313599433
2259	3
2260	1193
2261	650833
2262	38369587
2263	86656268566282183151
2264	8235109336690846723986161
2265	7984559573504259856359124657
2266	47
2267	599
2268	8191
2269	178481
2270	9341359
2271	14718679249
2272	13444476836590589479
2273	51441563151591093599
2274	260242449712509916159
2275	3
2276	3
2277	5
2278	5
2279	5
2280	7
2281	11
2282	13
2283	31
2284	41
2285	61
2286	101
2287	151
2288	251
2289	331
2290	601
2291	1201
2292	1321
2293	1801
2294	4051
2295	8101
2296	63901
2297	100801
2298	268501
2299	10567201
2300	13334701
2301	1182468601
2302	1133836730401
2303	127
2304	431
2305	9719
2306	490631
2307	2099863
2308	365505823711978039310711
